,-3000,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,total
jeanc.org,0,0,0,0,0,0,0,0,0,1,2,2,14,5,10,25,9,7,18,14,5,0,112
alisaltrojantribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,46,54,78,31,21,15,0,269
drakejollyroger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,106,100,25,1,241
tritontimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uchscommander.com,0,0,0,0,0,0,0,0,0,0,0,0,111,138,21,127,200,200,189,187,124,0,1297
olppilotpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,12,30,0,1,65
thehoovercardinal.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,46,181,86,57,468
morsenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,214,31,0,352
chsarrow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,88,0,410
elcidonline.com,0,0,0,0,0,0,0,0,0,0,0,79,180,156,115,160,249,169,124,206,108,9,1555
oghsmusket.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,47
ljhitide.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4,74
saintscroll.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,82,0,147
urbanlegendnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shcpemerald.org,0,0,0,0,0,0,0,0,0,0,0,67,39,53,44,58,40,43,10,22,4,0,380
roundtable.sacredsf.org,0,0,0,0,0,0,0,0,0,0,0,34,42,19,12,17,61,64,67,17,9,0,342
broadview.sacredsf.org,0,0,0,0,0,0,1,0,0,24,117,129,80,86,76,67,157,219,237,235,91,30,1549
rcrusadernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,82,0,226
thelowell.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,271,179,236,0,862
presentationvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,221,177,155,94,21,1,741
harkeraquila.com,0,0,0,0,0,0,0,0,0,0,22,98,152,304,337,712,539,615,671,590,334,0,4374
lincolnliontales.com,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,287,372,457,289,231,95,0,1796
sjcctimes.com,0,0,0,0,0,0,0,0,0,0,0,51,154,245,220,174,138,110,96,99,65,0,1352
ghspawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,60,41,1,117
bhsbearwitness.com,0,0,0,0,0,0,0,0,0,0,0,0,24,67,27,0,0,41,104,97,66,0,426
lhsepic.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,234,157,2,537
upaaquila.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,27,69,0,118
ahmigrations.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,19
mpcardinalcourant.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,11
sjhexpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,35,126,155,147,120,166,136,112,2,999
slhscargo.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,35
drygulchgazette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,15
csusmchronicle.com,0,0,0,0,0,0,0,0,0,0,0,196,393,396,415,348,517,528,331,249,117,0,3490
mhhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,127
sphsforenaft.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,0,48
polahsthegrowl.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,21
mavoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,21,43,13,151
thevoice.srcs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
srhsoffleash.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,54,0,76
thewildcattribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,173,175,162,145,187,105,22,1000
thecalifornianpaper.com,0,0,0,0,0,0,0,0,0,0,0,90,226,227,184,231,205,222,190,192,105,0,1872
sahsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,16,0,21,1,57
thespellbinder.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,166,38,0,238
grizzlygazettegfhs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,206,161,101,1,524
thescarletscroll.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,84,105,100,49,1,400
thefourthestate.net,0,0,0,0,0,0,0,0,0,0,0,0,82,119,153,159,109,120,116,131,78,0,1067
scribewilcox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,110,65,62,0,478
scroar.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,54,81,95,91,134,61,0,555
hartsmokesignal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,138,98,2,324
pcsroar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,42,27,8,16,0,139
trident.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spartanoracle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,638,338,385,431,122,218,2450
pvhspanthertales.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,519,215,1,794
scottsvalleyecho.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9
ahstigertimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,125,68,116,27,0,388
plaidtruth.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,87,39,0,223
sonomadragonstale.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68,0,118
ohsobserver.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,22,11,4,0,43
wrpawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,164,428,479,439,342,223,273,76,47,2471
cchsoracle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,47,87,87,24,75,51,0,401
bruinvoice.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,172,141,196,203,111,113,0,990
staggonline.net,0,0,0,0,0,0,0,0,0,0,0,19,117,111,150,204,237,221,236,276,118,0,1689
cougarprowl.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,114,0,136
lincolnian.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,0,83
gusher.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,251,134,1,553
tohsthelancer.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whssmokesignals.com,0,0,0,0,0,0,0,0,0,0,40,91,98,91,66,121,120,158,176,206,117,0,1284
bmhsknightlife.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,43,0,65
whszephyr.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,144,108,103,57,0,469
tracyhighscholarandathlete.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,220,110,126,0,51,52,0,718
pitmanroaringtimes.com,0,0,0,0,0,0,0,0,0,0,154,179,150,157,110,89,126,183,216,163,55,0,1582
thsclarion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,22
theflappyfalcon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,61,24,25,13,0,0,170
vchstalon.com,0,0,0,0,0,0,0,0,0,0,36,91,42,61,104,67,28,43,49,23,0,0,544
bcchspatriotpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,129,71,70,89,42,0,458
pearlnet.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,37,55,41,23,2,169
thepearlpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,96,293,346,324,313,322,346,189,0,2229
vnhsmirror.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,205,226,87,0,578
foothilldragonpress.org,0,0,0,0,0,0,0,0,0,0,41,209,359,569,496,412,558,478,404,406,193,4,4129
listenupjags.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,237,1,295
northgatesentinel.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,59,9,21,41,224
newsbytesonline.net,0,0,0,0,0,0,0,0,0,0,0,0,0,159,204,191,335,336,264,173,8,1,1671
chaminadetalon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prowler.dths.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,120,106,42,11,362
raidervoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,146,28,23,33,56,0,316
lqhawkview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lasernafreelancer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65,28,89,25,0,260
ehstigertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,169,160,1,333
thehaletelescope.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,735,1085,983,447,11,3381
tafttribune.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,81,2,151
woodsidepawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,185,369,141,4,772
ylhsthewrangler.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
downthewire.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,12
thespartan.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,41
rvhsreview.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,90,52,50,44,30,0,289
awestnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,20,9,10,37,90,51,0,241
faithtalon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,106,26,61,0,240
skierscribbler.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,173,193,212,165,208,84,0,1111
smokynow.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,108,241,225,89,105,53,0,843
rjtoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,127,126,67,14,0,0,0,341
gatewaytorchtimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cthstoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lseschoolnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,3,104
rangeviewnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,237,286,435,443,241,0,1739
fhsroyalbanner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,56,0,137
bhsowl.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,1,47
onlyoneagleway.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,94,132,38,0,364
lightningletter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,27,0,94
cvstudentmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,68,32,9,0,0,0,140
arapahoextra.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaglequill.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,97,99,60,10,333
rjwaccampuschronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,38,71,73,15,0,0,238
cougardaily.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,247,423,295,118,0,1261
lhspeakpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,111,151,40,14,6,354
themountainnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phoenixflash.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,20
shssentinel.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,0,77
achseagleeye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,82,39,16,1,144
chstoday.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,55,21,0,170
westrodeo.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
denversouthgargoyle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,32,3,70
thedailynighthawk.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,37,0,113
eldiablonews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eatonredink.com,0,0,0,0,0,0,0,0,0,0,0,0,45,64,39,83,110,132,104,131,96,0,804
thepirateer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,141,128,115,38,3,476
erietigertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,180,62,1,327
rmhshighlighter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,151,230,140,5,615
etchedinstone.org,0,0,0,0,0,0,0,0,0,0,0,0,0,122,224,208,272,309,281,332,185,95,2028
shstigertracks.com,0,0,0,0,0,0,0,0,0,0,0,0,20,53,76,148,72,25,91,49,0,0,534
fruitanews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gshsbrimstone.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,97,43,0,185
oandbnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77,51,62,0,191
gwwestword.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,207,193,0,0,600
unionstreetjournal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,37,95,45,0,232
eaglevalleystudentmedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,58,79,39,1,265
rockmediaonline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,66,36,0,176
vistanow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,126,330,454,290,165,81,0,1537
chstheodyssey.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4,0,41
drhscordnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,47,0,76
mavnewspaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,215,102,5,432
mhshowler.com,0,0,0,0,0,0,0,0,0,0,0,0,0,35,69,101,75,36,20,25,26,0,387
lionpridetimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,42
mshsprospector.org,0,0,0,0,0,0,0,0,0,0,0,0,0,48,86,116,205,253,121,91,44,1,965
rangerreviewonline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,38,22,22,47,14,0,167
theprofilehhs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,35,0,130
thejetstreamjournal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,128,164,220,204,178,77,0,1007
wrhaystack.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,148,111,124,125,135,63,2,775
thepantherperspective.com,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,36,26,63,10,41,28,0,277
bhswildcatword.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bptcriterion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsmspartanscroll.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,70,32,29,9,12,0,176
hattersherald.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,73
neirad.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,11,7,173,197
crhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flhsprospect.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,2,43
fhsvoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,124,110,175,90,0,537
stanwichpost.org,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,77,81,102,92,75,20,0,575
fhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,40
shalethea.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,23,30,28,8,0,129
afhhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
kentnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,80,132,102,58,0,466
hotchkissrecord.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,187,0,330
mhsharbinger.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,153,123,66,8,9,432
xkestrel.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,49,38,28,52,37,19,0,232
mhsblueprints.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,42,60,91,58,0,338
thegreyhoundnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,88,273,257,92,0,734
nmhswavereview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,25,8,0,66
nfaredandwhite.com,0,0,0,0,0,0,0,0,0,0,0,0,17,86,55,105,35,40,27,34,24,0,423
ospreyonline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,86,128,64,1,0,327
shsbrownandwhite.org,0,0,0,0,0,0,0,0,0,0,0,0,0,91,353,475,349,288,69,92,92,0,1809
thebobcatprowl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,76,175,190,0,443
shsroundtable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,197,187,162,181,226,160,2,1208
thespartanchronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,6,0,34
theforum.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,14,0,41
wilbynews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,28
whsthelancelot.com,0,0,0,0,0,0,0,0,0,0,0,0,14,7,31,42,37,86,36,28,32,0,313
hallrecord.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,192,216,129,2,579
whhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,47
ursus.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,100,86,89,49,0,370
inklingsnews.com,0,0,0,0,0,0,0,0,0,52,359,683,662,699,883,1004,750,542,549,701,297,0,7181
whsforum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,15,11,18,0,71
whstomahawk.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,23,0,62
archmeregreenarch.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
ursulinechronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,12,0,37
wfswhittier.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,118,134,70,37,16,0,430
jdhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,24,0,0,0,79
salsreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,60,29,0,120
theconradhowler.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,126,83,61,0,311
padua360.com,0,0,0,0,0,0,0,0,0,0,0,0,69,181,100,143,167,86,82,126,83,29,1066
elhaynesroar.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,140,141,70,8,453
thewilsonbeacon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,123,166,153,133,431,302,0,1337
brantleybanner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,66,21,15,131
brhspawprint.com,0,0,0,0,0,0,0,0,0,0,8,48,0,10,30,75,131,99,36,33,26,0,496
ohtorch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,72,88,69,120,82,1,452
wbhsbullseye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44
somersetsentinel.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,137,39,0,231
manateehsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,79,1,132
ssesgauntlet.org,0,0,0,0,0,0,0,0,0,0,0,0,4,77,34,33,57,44,127,293,152,0,821
buccaneerdrift.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
centralvoiceonline.com,0,0,0,0,0,0,0,0,0,0,0,77,75,21,28,43,54,11,16,8,0,0,333
excaliburerhs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,0,68
cocoatigertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,61,30,0,135
cavsconnect.com,0,0,0,0,0,0,0,0,0,0,0,0,0,111,114,715,786,548,542,622,192,87,3717
fcuscoyotejournalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68,0,118
westernpawprints.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,23,77,40,17,0,220
posnackpulse.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8
pctypeone.com,0,0,0,0,0,0,0,0,0,0,0,0,64,128,167,189,236,226,186,128,44,1,1369
wolfpack.press,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,59,0,84
hightidefm.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelongship.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbhsblueandgold.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spartantimesonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,59,2,0,15,0,104
theagainsider.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,51
thebulldogbark.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,338,86,203,690
thetalonfhs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bollesbugleonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,6,42,153,84,28,28,0,416
westsidevoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,28,184,0,255
thetalontimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,70,0,106
dcvikings.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,20
jupiterwarcry.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,242,156,0,469
poincianapoint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,64,54,56,53,22,0,316
ocsaledger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,334,0,832
lmhsrampage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,52,8,16,0,107
wrhsstampede.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,124,116,79,17,412
shsthetribe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,386,443,770,426,393,213,22,2789
ridgepaper.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
wolftracksonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,104,86,65,16,0,327
ggrowl.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,0,73
themiawave.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,8,34,0,117
westshoreroar.com,0,0,0,0,0,0,0,0,0,0,0,4,498,610,529,373,314,378,331,330,224,0,3591
htgrowl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,65,36,0,134
thespartacus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,13,41,105,59,4,259
theterrabyte.net,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,14,66,97,81,21,31,0,324
miamihighnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belenvincam.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lightningstrikenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,86,99,22,26,0,265
crhsbaitline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,14,0,61
cushmanchronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,59,0,98
theraidervoice.com,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,47,78,79,18,56,56,0,363
dcshawks.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,29
neersyde.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,87,80,87,88,46,1,443
lnhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,102,57,0,314
oakridgemedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,17,165,123,102,98,95,41,11,0,652
hagertyjourn.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,134,164,201,192,167,81,0,1007
oviedojournalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,84,92,39,0,286
phspatriotpages.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,36,0,113
theeyeonline.com,0,0,0,0,0,0,0,0,0,0,0,111,298,435,149,118,102,216,114,136,35,0,1714
thepalmettopanther.com,0,0,0,0,0,0,0,0,0,0,0,59,128,27,74,78,104,280,207,126,75,0,1158
durantjournalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
