,-3000,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,total
thepenfeather.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,26,59,0,148
omhseagleseye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,50,93,93,88,34,17,25,10,0,410
thecavalier.jcchs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chelseabuzz.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,195,140,251,294,187,0,1137
daphneoracle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhsthestorm.com,0,0,0,0,0,0,0,0,0,0,0,0,47,101,117,221,98,7,0,78,74,0,743
crimsoncriernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,127,138,158,18,48,132,764
bjhspatriotpages.com,0,0,0,0,0,0,0,0,0,0,0,0,0,177,427,250,289,218,280,327,240,0,2208
jcjetstream.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,11,0,32
murphyhitimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
mhsspotlight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,92,31,7,3,24,19,11,0,0,187
roarshs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,129,118,0,277
eaglescry.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,56,82,82,46,84,26,0,404
igaramkin.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,74,87,55,94,56,0,438
shstoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,68,84,54,0,240
lajoyalink.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,118,94,132,8,3,460
vipertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,67,47,3,0,153
cactusshadowscspress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,48,49,26,0,142
hamiltonpawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,49,188,289,246,189,183,116,76,0,1336
acpknighttimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,191,117,16,391
phsprecedent.com,0,0,0,0,0,0,0,0,0,0,0,0,1,38,294,293,361,404,257,239,114,93,2094
highlandsun.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,38,24,0,83
skyhawkflight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,53,120,1,179
mrhsridgereview.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,48,1,165
ipatriotpost.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
rskpawpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,42
jhsnews.jonesboroschools.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,10,3,0,26
yourknightlife.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,98,0,157
thetalonohs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,31,83,129,164,83,90,132,76,1,789
thehorizonsun.com,0,0,0,0,0,0,0,0,0,0,1,3,5,24,304,313,247,131,174,211,59,0,1472
dawgpoundnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,112,96,114,71,30,1,474
whsrampage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,7
thetrojanwall.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
news.xcp.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,228,308,240,115,1,946
chargervoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,46,0,119
combscourier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,36,26,26,0,95
ndpnews.org,0,0,0,0,0,0,0,0,0,0,2,102,56,22,72,117,146,119,74,33,0,0,743
thebuenapegasus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,56,0,135
chasingthestorm.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,125,23,14,206
cdssunrise.com,0,0,0,0,0,0,0,0,0,0,25,65,111,139,200,169,165,175,75,10,2,0,1136
mhscharger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118,214,181,91,60,27,0,692
thetollesonbeacon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,20,1,32
shsthepapercut.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,295,505,502,316,3,1653
almapawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,8,0,58
bhstigernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,30,8,0,101
prospectiveonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,212,205,136,120,213,163,93,45,5,1192
panthertale.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,25,0,71
cfhspublications.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,15
bwhswestword.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,20,0,72
jacketjournal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,244,291,65,0,725
wampuscatstudentnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,64,0,149
ehshigusher.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,13,0,76
hsnews.farmcards.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,2,0,0,26
fhsregister.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,157,173,35,4,430
southworldonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
lhsvoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,0,0,37
thepvconstitution.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
tigernewspaper.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,108,109,62,0,342
pantherperspective.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,151,172,70,24,0,499
mhsvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,25,6,0,95
patriotexpressions.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,85,47,9,1,198
bichoofprints.org,0,0,0,0,0,0,0,0,0,4,69,67,53,20,26,29,101,87,20,10,36,0,522
tigertale.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,81,171,279,209,140,0,955
heritagetalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,214,158,88,24,0,630
mountiespectrum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,144,167,87,12,0,451
yjpublications.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
harberherald.com,0,0,0,0,0,0,0,0,0,0,0,41,407,416,310,118,177,113,35,78,54,0,1749
thesqueal.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,2,0,74
wynneyellowjacket.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,5,51
thespokesman.org,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,28,25,32,22,26,2,0,225
ehsaztlan.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,152,90,58,15,427
chsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,110,0,211
gladiatortimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,0,51
ghnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,217,140,30,19,8,0,534
theapachepowwow.net,0,0,0,0,0,0,0,0,3,8,3,0,1,3,2,0,0,0,484,562,216,0,1282
menlocoa.org,0,0,0,0,0,0,0,0,0,0,0,0,0,99,124,119,341,280,240,119,60,0,1382
hillmenmessenger.com,0,0,0,0,0,0,0,0,0,0,0,114,81,76,46,73,24,0,2,34,0,0,450
ridgeviewpacknews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
bphsvanguard.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,11,0,37
bhsbellchimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
thendbcatalyst.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,146,51,9,251
scotscoop.com,0,0,0,0,0,0,0,0,0,0,0,39,355,317,491,489,407,367,635,608,367,41,4116
broncoroundup.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,128,280,367,290,0,1075
heritageledger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,88,70,42,0,252
theburlingameb.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,68,44,100,0,294
chscourier.com,0,0,0,0,0,0,0,0,0,0,0,0,83,183,358,229,163,75,73,50,32,0,1246
viewpointpatriot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43
achsstinger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,160,172,130,86,103,112,3,835
rchslionheart.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mavlifenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelancerlink.com,0,0,0,0,0,0,0,0,0,0,0,52,92,161,245,263,219,142,176,181,95,20,1646
thesagenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,365,336,156,11,1025
jhsplank.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,172,91,136,153,45,0,676
chinolariat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,44,0,109
dalquestnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinohillshowler.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,194,49,45,433
newspaper.materdeicatholic.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,44,56,34,0,0,184
newsharktimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,66
bonitavistacrusader.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,8,88
thewolfpacket.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,102,204,165,125,221,35,0,891
webbcanyonchronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pepperbough.com,0,0,0,0,0,0,0,0,0,0,0,0,31,152,135,119,114,163,191,166,94,0,1165
shssharkattack.com,0,0,0,0,0,0,0,0,0,0,0,0,16,78,96,133,126,226,220,272,113,0,1280
hhsepitaph.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,225,234,192,83,1,826
chsprospector.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,42,20,0,155
elestoque.org,0,0,0,0,0,0,0,0,0,118,239,338,474,443,411,405,737,780,912,655,328,3,5843
thewolfprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mvstampede.net,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,193,122,56,50,61,35,0,588
dbbullseye.com,0,0,0,0,0,0,0,0,0,2,7,8,8,111,305,314,356,363,379,443,272,3,2571
thedowneylegend.com,0,0,0,0,0,0,0,0,0,0,32,154,209,199,161,97,149,180,201,224,96,0,1702
thedublinshield.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127,90,59,115,192,126,18,1,729
thevalleymyth.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
therooseveltreview.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,412,395,257,12,1173
knightsbanner.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,69,51,18,0,172
thecardinalvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
sjseaglepridepublisher.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,22
sdamustang.com,0,0,0,0,0,0,0,0,0,0,0,65,135,99,247,213,170,261,296,196,76,8,1766
crimsonnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,103,128,115,105,56,0,574
sphseagleeye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,56,0,103
dcroar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-armijo-signal.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,788,882,408,9,2297
thestampedenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thevistavoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,62,7,73,131,48,29,0,435
ihsvoice.com,0,0,0,0,0,0,0,0,0,0,63,45,104,56,90,223,130,118,264,165,120,4,1382
bullardcharger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,16
centralhighnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,112,22,0,182
edisonilluminator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,76,46,0,142
wuhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
tribetribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,122,157,86,89,514
parkspantherpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,193,94,83,0,372
royalreporter.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,129,97,0,250
thenewcavalier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
aenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,178,0,305
thechargeraccount.org,0,0,0,0,0,0,0,0,0,0,0,0,171,357,214,149,113,49,82,65,0,3,1203
granitebaytoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,239,283,223,193,188,31,1252
thefalconpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,36
the-conqueror.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,50,11,0,118
aviatornews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,297,168,92,41,12,712
vitruvianpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,238,136,59,0,539
hhshaywire.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dailydolphin.hbcsd.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,106,106,68,1,305
bulldogpawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,223,128,123,114,54,732
hughsonpaw.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,48,0,114
hbslick.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
kdranews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,43
beckmanchronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107,253,203,293,198,7,14,0,1081
tvtlp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,85,63,58,84,21,8,0,339
whsgoldenarrow.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,267,214,145,124,54,0,920
portolapilot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,139,347,187,0,683
thehowleronline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
theroar.marincatholic.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,34,22,15,10,0,161
themustanglegacy.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
theflintridgepress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,2,116
clarkchronicle.com,0,0,0,0,0,0,0,0,0,37,1525,626,281,255,232,264,284,304,209,200,61,49,4327
ljcdspalette.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,52,47,25,0,163
highlandfling.helixcharter.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,316,143,60,0,586
thelance.org,0,0,0,0,0,0,0,0,0,0,59,83,84,50,48,39,50,71,22,51,4,0,561
theolympiantimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,77,82,176,68,23,1,464
nobletimes.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,98,108,48,0,285
lbhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,122,135,131,81,7,490
cranews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,94,2,142
lhstimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,13
qhhsubiquity.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,232,234,80,1,694
avsandpaper.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,16,6,75
redwoodbark.org,0,0,0,0,0,0,0,0,0,0,0,0,16,335,534,596,624,534,507,501,316,1,3964
thetamnews.org,0,0,0,0,0,0,0,0,0,0,0,71,103,227,329,261,268,217,262,176,89,0,2003
zebratales.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,51
lhslionsroar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,22,0,0,50
lhstorch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,267,159,172,54,2,678
rdpswolfpack.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,75,45,2,0,211
polyhighlife.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,42,97,46,141,144,92,0,595
griffinchronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,82,8,0,156
api.lahstalon.org,0,0,0,0,0,0,0,0,150,339,277,231,180,726,617,403,340,341,233,184,91,8,4120
mhsanchor.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,114,135,144,131,133,58,0,771
bulldogbugle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,128,103,0,0,65,37,0,405
gryphongazette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veniceoarsman.com,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,148,171,281,294,148,6,1080
toilertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,20,12,0,58
thehelios.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
machswolfpackpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0,41
shalhevetboilingpoint.com,0,0,0,0,0,0,0,0,0,3,1,240,292,145,154,177,139,194,169,167,103,25,1809
archeroracle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,42,151,183,187,218,248,272,169,0,1470
miramarinsider.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
asglnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,37
lbhspawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,73,188,207,168,0,653
themaderanonline.maderausd.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mustangmorningnews.com,0,0,0,0,0,0,0,0,0,0,0,0,2,108,234,171,194,188,123,116,53,0,1189
mohipantherpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beyerpatriotsview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chslapuma.com,0,0,0,0,0,0,0,0,0,0,0,0,95,312,367,458,348,269,353,319,253,3,2777
catchthepaws.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,50,22,25,0,0,0,130
vdlravenscall.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,128,186,19,0,0,365
movalvikingpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,102,82,57,0,273
thebarkonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
themustangwriter.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28
thevistaview.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
cdmtridentonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,165,179,0,424
lightningboltonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,92,74,62,44,33,13,0,369
nipomotitans.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,70,0,181
nhscougarchronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,0,71
oakparktalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,155,133,188,279,186,11,960
hawkseye.headroyce.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fremontgreenandgold.com,0,0,0,0,0,0,0,0,0,0,35,60,86,70,36,31,20,28,18,3,0,0,387
modgnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,65,77,74,100,36,15,422
ohsjagwire.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,93,91,32,26,23,0,297
elmodenafrontline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,7,158,704,720,527,310,178,31,1,2636
mcphersonshiningstars.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,118,42,0,209
mhsmirador.com,0,0,0,0,0,0,0,0,0,0,85,299,234,338,379,225,210,100,46,8,6,0,1930
tritoncurrents.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
islefile.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ohsthebuzz.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hhsvoyager.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pgnewsbreaker.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tideline.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,40,35,0,169
visatigerpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,38
xavierexaminer.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
vikingsportsmag.com,0,0,0,0,0,0,0,0,0,2,11,44,209,166,151,135,91,72,75,112,25,0,1093
cmagazine.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,62,109,41,0,255
gunnoracle.com,0,0,0,0,0,0,0,0,0,0,0,31,97,286,155,203,199,316,304,220,154,0,1965
titanbroadcastnetwork.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,0,66
palyvoice.com,0,0,11,10,147,210,313,383,431,398,503,414,420,421,523,463,499,382,348,340,145,0,6361
palyveritas.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,1,58
viaverdemagazine.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,26
verdemagazine.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvhspoint.org,0,0,0,0,0,0,0,0,0,0,0,0,9,55,38,54,61,94,37,119,94,7,568
livefrom205.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falconsflyer.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,207,341,369,379,331,151,1,1807
marshalleagleeye.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,109,80,29,55,3,1,284
gauchogazette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,95,124,134,112,9,492
spartanink.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,160,110,0,335
amadorvalleytoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,68,147,210,154,111,2,854
powayiliad.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chsfreelancer.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,21,0,79
rattlerreport.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,73,0,145
smchseagleeye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,138,75,67,62,12,2,425
hightideonline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,48,70,9,0,139
ravenreport.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,65,72,74,88,37,1,343
nsagryphons.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34
lesabre.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesquitemessenger.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,87,197,36,0,330
smokesignalnews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,15,33,89,57,118,219,260,104,0,895
theroaringtimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,25,15,0,56
tnso.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25
rocklinhsflash.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,167,155,162,134,191,151,0,1052
whitneyupdate.com,0,0,0,0,0,0,0,0,0,0,29,77,54,99,176,157,239,189,166,190,35,1,1412
onewoodcreek.com,0,0,0,0,0,0,0,0,0,0,0,37,29,31,15,22,171,54,14,37,7,0,417
norsenotes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,79,0,131
eyeofthetigernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,73,521,634,550,321,0,2102
riomirada.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,178,57,0,302
